hybrid_rank,user_id,username,pp_rank,pp,elo_rank,elo_rating,elo_estimated,otr_rank,otr_rating,otr_estimated,tournaments_played,matches_played,plays,provisional,hybrid_score
5707,10313502,Maxkem,6102,10539,3649,1785,,4167,1224,,3,10,6,yes,0.20399463107014587
5708,10783239,Axeslayer,7240,10236,4615,1754,,,1325,yes,0,0,5,yes,0.20381350748827984
5709,19671996,Ensokia,8063,10046,2404,1837,,7589,1136,,1,2,2,yes,0.20327778539621744
5710,6744452,Koppe,6538,10413,,1840,yes,4252,1222,,6,17,0,,0.20324400988065072
5711,21944272,Le Meger,8165,10021,3667,1784,,,1311,yes,0,0,27,,0.2032177108744364
5712,10398451,Tina,8405,9958,,1826,yes,3700,1243,,1,5,0,,0.20318356599101817
5713,11444590,-Norlax-,10951,9441,2839,1818,,,1278,yes,0,0,5,yes,0.20286545776011505
5714,15665844,Steve1697,7485,10181,,1833,yes,6475,1160,,1,2,0,,0.20257855707679742
5715,7702011,-Nori,4942,10960,4021,1772,,9093,1108,,1,2,9,yes,0.2025357022342466
5716,15086959,MadDdDio,3589,11608,5941,1720,,5247,1189,,3,6,5,yes,0.20242535845844578
5717,20198397,Colgate Enjoyer,12789,9122,1562,1888,,5224,1190,,15,57,47,,0.20213734843790815
5718,14350221,DarkFTW,3850,11456,9320,1652,,5871,1173,,1,3,2,yes,0.201765382811978
5719,24428669,surreal_,3397,11719,6131,1715,,,1410,yes,0,0,42,,0.2017275571211561
5720,119933,Kert,9796,9655,3224,1803,,2912,1284,,6,23,3,yes,0.20139365203085374
5721,6264206,kemdaosa,2943,12034,,1888,yes,7601,1136,,25,91,0,,0.2013500177241319
5722,22055480,casesensitive,14688,8846,2155,1850,,,1245,yes,0,0,12,,0.20129307526580031
5723,33496954,kirishima114514,5914,10595,6114,1716,,,1347,yes,0,0,4,yes,0.2012310173901656
5724,3494615,PieFlavours,7619,10148,,1832,yes,3501,1251,,28,119,0,,0.20108033782451207
5725,6779509,Real Daniel,11596,9328,2614,1827,,,1271,yes,0,0,5,yes,0.20107352432994158
5726,9300085,LightNemesis,5072,10902,,1856,yes,5091,1194,,13,31,0,,0.201069842313423
5727,11476355,barny228,3256,11807,5958,1720,,7984,1128,,3,11,1,yes,0.2010200853526493
5728,16716351,Natrixx,7962,10073,2653,1825,,8659,1115,,1,2,6,yes,0.20091277021898746
5729,7819319,LewisAlternate,9553,9699,3761,1781,,,1293,yes,0,0,1,yes,0.20036846959493446
5730,6390281,Hane,8036,10054,,1829,yes,3726,1242,,4,9,0,,0.20026627714997355
5731,14153496,Alexis_xX,5355,10785,,1852,yes,5516,1182,,3,12,0,,0.20008073593081335
5732,10455848,Napoleon,8833,9851,,1822,yes,4008,1231,,1,2,0,,0.19991859318144362
5733,12875343,AkakiKN,7873,10091,7527,1686,,,1315,yes,0,0,1,yes,0.19982511514489193
5734,11721736,MouseSupremacy,10255,9572,1351,1905,,7779,1133,,6,22,18,yes,0.1996892859002578
5735,6245906,Furina-,8255,10000,,1827,yes,3456,1253,,7,16,0,,0.1996165072252422
5736,10407363,Speedplayer178,7503,10177,8579,1665,,,1321,yes,0,0,1,yes,0.19909670528594195
5737,14429830,Anderwear,9989,9620,4039,1772,,2758,1294,,32,107,1,yes,0.19900501322862255
5738,25017115,Suntorne,9911,9631,3272,1801,,,1289,yes,0,0,6,yes,0.19895774735449184
5739,4820468,Octagon,7037,10281,,1836,yes,3809,1238,,12,45,0,,0.1987968159958192
5740,15872196,bbydoll,14852,8822,1709,1879,,,1243,yes,0,0,4,yes,0.19865067782686183
5741,18374171,kioxu,2217,12599,7681,1682,,,1458,yes,0,0,42,,0.19848997930725804
5742,14109662,Qawsh,6339,10471,5399,1734,,,1340,yes,0,0,5,yes,0.19810942805817133
5743,11836632,kinaterme,6107,10538,5355,1735,,,1344,yes,0,0,6,yes,0.19798212167999515
5744,9555371,IMM0,7107,10265,,1836,yes,3987,1232,,6,18,0,,0.19773498133065104
5745,12928847,Pamu,3931,11424,,1871,yes,8728,1114,,3,9,0,,0.19749888711796948
5746,11566624,rouds,6086,10545,6712,1703,,,1344,yes,0,0,3,yes,0.19678700121502662
5747,11548654,KasaKnight,8498,9935,,1825,yes,4592,1210,,1,2,0,,0.19673894880720075
5748,7202604,Allison,6629,10388,5470,1732,,,1335,yes,0,0,4,yes,0.1966891921908884
5749,13876510,Ncho,7423,10195,8903,1659,,,1322,yes,0,0,1,yes,0.19660482534386123
5750,19606212,[darkness],16075,8667,2323,1840,,2744,1295,,13,45,119,,0.1966018545242197
5751,12115332,s e n,8194,10013,4112,1769,,,1311,yes,0,0,5,yes,0.1963017088621259
5752,14504091,BreadBoy_,7589,10154,3945,1774,,,1319,yes,0,0,18,,0.1962903114990879
5753,3318668,Fayth,8485,9937,,1825,yes,3260,1262,,20,77,0,,0.19618492595707732
5754,947742,parlophone,4685,11068,,1860,yes,5528,1182,,12,35,0,,0.1959243573553184
5755,2214908,Rekinaja,12975,9092,4408,1761,,2127,1340,,5,26,1,yes,0.19568583933024086
5756,7645948,Nyang,6656,10380,,1839,yes,4217,1223,,7,19,0,,0.1953662549488409
5757,16161470,Goyato,7391,10202,,1834,yes,6963,1149,,1,2,0,,0.1953093290606689
5758,3096229,zodiaack,16067,8667,2272,1843,,2197,1335,,1,4,10,yes,0.19524234641158966
5759,8361849,Nigiri,6942,10306,3825,1778,,3923,1234,,1,2,18,yes,0.19518289603453262
5760,14290988,Banner,8817,9854,6001,1719,,2536,1310,,9,43,2,yes,0.1951767363897302
5761,15830382,- Sushi -,4927,10968,5059,1742,,3058,1274,,4,14,19,yes,0.19516243433824693
5762,15629502,hayakawa Aki,13423,9028,2494,1832,,,1255,yes,0,0,23,,0.1950095715308783
5763,12925812,453jake,5532,10720,9532,1648,,,1355,yes,0,0,2,yes,0.19500604820965706
5764,4710482,EndingNote,5543,10716,,1850,yes,4728,1205,,10,33,0,,0.19481091751623292
5765,18265237,tuii1,7799,10106,5545,1730,,,1316,yes,0,0,2,yes,0.19445916193563378
5766,6063342,Lotragon,9548,9700,,1817,yes,3005,1277,,7,19,0,,0.19442807403650936
5767,17127945,CthulhuMythos,9366,9737,4189,1767,,,1295,yes,0,0,1,yes,0.19430809907798505
5768,13097881,LimeTwist,17653,8472,1967,1860,,,1224,yes,0,0,30,,0.1937970445232421
5769,12154383,Ivanok,11802,9292,2723,1822,,,1269,yes,0,0,9,yes,0.1937773347718674
5770,14070682,RNG Lord,7868,10091,7756,1681,,,1315,yes,0,0,1,yes,0.19362802359191666
5771,10586042,- Shadou -,7834,10099,7838,1679,,,1316,yes,0,0,1,yes,0.19333864183291322
5772,1838239,Ragnawrawk,8785,9862,,1823,yes,3407,1255,,2,7,0,,0.19328309452544598
5773,14466404,iSuniz,7931,10080,,1830,yes,5832,1174,,1,2,0,,0.19314709297817467
5774,12421343,D011,8170,10020,5129,1741,,,1311,yes,0,0,2,yes,0.19273546114427598
5775,2504750,Varler,21119,8112,,1758,yes,1559,1395,,34,170,0,,0.19236703975193303
5776,10205817,Wonder Acute,28076,7541,654,1989,,6685,1155,,38,149,69,,0.19217550487377538
5777,3297385,Terra,7626,10147,3076,1809,,4886,1200,,3,4,1,yes,0.1920987431708338
5778,24059114,shoegazed,15573,8726,2070,1854,,,1238,yes,0,0,13,,0.1919966951591211
5779,13519117,pdpd123,19368,8283,1888,1865,,,1213,yes,0,0,61,,0.1915761548630303
5780,3440388,houjuu,6666,10378,,1839,yes,5440,1184,,2,5,0,,0.19152045217353927
5781,3204246,teashoe,10597,9503,,1810,yes,2406,1318,,1,1,0,,0.19130575756430152
5782,17156265,revokr,6428,10443,,1841,yes,7419,1139,,1,3,0,,0.19123488054903073
5783,30033616,worst_dt_pIayer,8101,10037,3686,1783,,,1312,yes,0,0,130,,0.1911085785817903
5784,11189453,lepinja77,6142,10530,,1844,yes,6221,1165,,3,5,0,,0.19089328438347913
5785,20347829,drainsoup,5999,10570,5398,1734,,3832,1237,,1,1,5,yes,0.19089221715351468
5786,15020062,BillCipher74,16275,8641,2021,1857,,,1233,yes,0,0,15,yes,0.1908536873719493
5787,2285207,Crai,11407,9357,,1805,yes,2307,1326,,1,3,0,,0.19074553153084634
5788,8561273,Lixchi,8000,10062,,1829,yes,5756,1176,,1,2,0,,0.1906898711719412
5789,23355424,evilgurtpackung,6804,10341,4751,1750,,,1332,yes,0,0,7,yes,0.190445399301431
5790,30434616,Sploid,11728,9305,2930,1814,,,1270,yes,0,0,191,,0.19038989589956085
5791,15925142,Vaeri_,5223,10834,5167,1740,,7320,1141,,1,2,3,yes,0.19031267914025243
5792,18917198,OilBo,5656,10674,4628,1753,,,1352,yes,0,0,36,,0.18998469999626838
5793,19775858,Messiah Benz,9594,9689,3421,1795,,,1293,yes,0,0,9,yes,0.18989932747267055
5794,11955275,axopti,6906,10315,,1837,yes,8416,1120,,1,2,0,,0.18987260170763887
5795,13827317,Shiratori-P,9492,9713,3416,1795,,,1294,yes,0,0,20,,0.18946593127183312
5796,19358755,Nikbon1,8492,9936,4726,1751,,,1307,yes,0,0,2,yes,0.1893401416644392
5797,12576854,xTudyRo,6091,10544,6871,1700,,,1344,yes,0,0,3,yes,0.1891250232143401
5798,6736010,Adarchi,9838,9645,,1815,yes,3339,1258,,1,1,0,,0.18900818658547525
5799,10681880,Kaffu-,7777,10112,,1831,yes,5128,1193,,1,3,0,,0.18897535923868367
5800,2374880,Ducks,9570,9695,,1817,yes,3168,1267,,2,4,0,,0.18887102960013266
5801,9506745,CatMan69,14238,8906,1872,1867,,,1248,yes,0,0,4,yes,0.1887194682480495
5802,32500510,romario0010,13364,9036,2507,1831,,,1255,yes,0,0,19,yes,0.18829882195602488
5803,3460534,Danii_,8812,9855,1525,1891,,7247,1143,,8,23,11,,0.18825396540022535
5804,19140641,Klollina,6856,10326,,1838,yes,5004,1196,,2,6,0,,0.1877357553601698
5805,8984751,Magatsu Izanagi,6168,10522,,1844,yes,8221,1124,,1,3,0,,0.18750627758318775
5806,13778459,Buriaku,4268,11247,6746,1702,,,1384,yes,0,0,9,yes,0.18742747712544433
5807,180488,H i S a G i,5736,10648,,1848,yes,5494,1183,,3,10,0,,0.18738579267846853
5808,1694887,mrzomb,10971,9437,,1808,yes,2752,1294,,14,57,0,,0.18724992614012392
5809,11847188,danthesodacan,12325,9200,,1800,yes,2503,1312,,15,57,0,,0.18723282692501053
5810,17068480,-pink-,9321,9746,,1819,yes,3328,1259,,1,4,0,,0.18713856456184016
5811,14022785,Niimi Sora,6432,10442,,1841,yes,5868,1174,,2,5,0,,0.18679451697712035
5812,10040931,J P,7313,10220,,1834,yes,3887,1235,,11,29,0,,0.18676727215360103
5813,9406171,Apteka,7224,10240,3053,1810,,3978,1232,,21,61,3,yes,0.18663473212995135
5814,6250960,creepypastawiki,6145,10529,,1844,yes,4371,1218,,16,50,0,,0.1865911851044108
5815,24595723,Rekkit,7579,10157,8834,1660,,,1319,yes,0,0,1,yes,0.18654471974763961
5816,19186968,Atomium,8651,9897,2837,1818,,4558,1211,,2,5,7,yes,0.1861490702211991
5817,12634710,Kexrus,5809,10628,2847,1818,,6761,1154,,3,6,1,yes,0.1859092844209984
5818,1625740,benjacala,13222,9057,,1795,yes,2108,1341,,2,8,0,,0.18588077111282766
5819,8590032,OhRLY,5460,10747,5647,1727,,2720,1297,,2,9,11,yes,0.185689297587397
5820,12900547,Zartig,4409,11182,6604,1705,,,1381,yes,0,0,9,yes,0.18547675004764014
5821,16019972,impurity,9865,9641,3339,1798,,,1290,yes,0,0,34,,0.18533406403162722
5822,9501318,Fused1376,7770,10114,8349,1669,,,1317,yes,0,0,1,yes,0.18524507848777746
5823,9651151,Miniministop,4797,11021,,1859,yes,7193,1144,,2,9,0,,0.18480287338508958
5824,30424802,ChiroYuki,9603,9686,3436,1794,,,1293,yes,0,0,10,yes,0.18474846142200727
5825,13125775,CKboss1,3942,11417,7962,1676,,7228,1143,,1,1,4,yes,0.18463935052366448
5826,14514262,Djn,4193,11283,4352,1762,,5593,1181,,4,9,8,yes,0.1845097411206205
5827,8439027,meeb,9069,9798,,1820,yes,3535,1249,,2,4,0,,0.1839818884691508
5828,9239673,pseh,14013,8939,1320,1907,,7088,1146,,4,14,29,,0.18391723475377955
5829,17869240,Glynn,5179,10853,5427,1733,,,1362,yes,0,0,14,yes,0.18378033154709866
5830,11548479,ZestyTea,5463,10746,,1851,yes,4683,1206,,34,115,0,,0.1835490248749406
5831,5442251,KSN,23016,7932,,1751,yes,1480,1406,,48,228,0,,0.1835125968622891
5832,12602934,kittywake,3599,11600,6164,1714,,,1404,yes,0,0,37,,0.183509195398598
5833,10818834,loucasmitoo,6774,10350,,1838,yes,5996,1171,,2,4,0,,0.183499179388204
5834,11215996,SvenJing,8955,9822,,1821,yes,3345,1258,,2,10,0,,0.18324719035376574
5835,18160863,geckoh,7002,10290,,1837,yes,4762,1204,,3,7,0,,0.18321998918010604
5836,17279598,yorunoken,8026,10057,5512,1731,,,1313,yes,0,0,2,yes,0.18306147531766997
5837,10949152,Johannes,4112,11326,,1868,yes,8076,1127,,4,11,0,,0.18285916925011575
5838,10501992,DaH9_TTpo2007,7568,10158,,1832,yes,6982,1149,,1,2,0,,0.18267610379090557
5839,2583259,Swung,10641,9496,,1810,yes,2814,1290,,4,12,0,,0.18266780871941224
5840,14537306,7 digit skills,4206,11275,,1867,yes,8422,1120,,2,9,0,,0.18258272709115725
5841,35496240,forsen rwda,7140,10259,6713,1703,,,1326,yes,0,0,2,yes,0.1824705711100969
5842,16814997,ChunkyGoatMilk,4820,11014,,1859,yes,6818,1152,,4,11,0,,0.1823916271085751
5843,3806724,munchychips,8595,9913,,1824,yes,4238,1222,,2,3,0,,0.1823017907946552
5844,21168873,Is1x,7507,10175,,1833,yes,7153,1145,,1,2,0,,0.18222131106240358
5845,11262921,Pollo Loco,7919,10083,,1830,yes,4141,1225,,3,7,0,,0.18218421541051008
5846,21603876,Kurayomi,9993,9619,3344,1798,,,1288,yes,0,0,20,,0.1821080627669462
5847,7023000,Miori Celesta,10773,9473,,1809,yes,2823,1289,,76,257,0,,0.18198019263335136
5848,6633574,Shiho desu,6739,10359,3361,1798,,4671,1207,,4,9,3,yes,0.18188834884992744
5849,34309871,Sylbreon,8823,9853,3699,1783,,,1302,yes,0,0,10,yes,0.18187260515998044
5850,18227942,Dr Manhattan,10318,9560,3267,1801,,,1285,yes,0,0,10,yes,0.18184105229386038
5851,9890753,SirShyLordy,12195,9225,2702,1823,,,1266,yes,0,0,9,yes,0.1815705682589157
5852,18021056,HKUSTenjoyer,12250,9215,2878,1816,,,1265,yes,0,0,166,,0.18152895854655024
5853,24442298,niksx,8302,9987,,1827,yes,3525,1250,,7,25,0,,0.1814626102865633
5854,30167951,-hazel-,10093,9604,3347,1798,,,1287,yes,0,0,9,yes,0.18117049070515914
5855,7288454,8rni8,10524,9517,2117,1852,,5260,1189,,1,4,6,yes,0.1810615331996534
5856,14568062,vipnice,7996,10063,5583,1729,,,1313,yes,0,0,2,yes,0.18084058651769286
5857,14182936,CrystalNugget,10792,9470,,1809,yes,2803,1291,,5,15,0,,0.1806603636025301
5858,9748303,Mattay,2642,12247,7910,1677,,4161,1225,,5,13,7,yes,0.18058842565348415
5859,17150996,Crooked,8329,9978,,1826,yes,4588,1210,,1,3,0,,0.180349365609493
5860,15408271,ItsHectic,7429,10193,4215,1766,,5403,1185,,1,1,4,yes,0.18034217883046771
5861,1235015,Mitalun,23279,7908,2094,1853,,1874,1363,,18,77,6,yes,0.1799727746939434
5862,6530182,Qrestu,9157,9779,,1820,yes,5063,1194,,1,1,0,,0.1799537425399477
5863,14494010,MogenNotFound,14284,8900,1107,1929,,6408,1161,,16,64,17,yes,0.17984449755962395
5864,21180215,Meevin,16051,8670,2225,1845,,,1235,yes,0,0,35,,0.17980462890266474
5865,11239237,Pukoo,6846,10330,,1838,yes,5971,1171,,1,4,0,,0.17978511244822892
5866,11209059,akyito,6453,10438,,1841,yes,6639,1156,,1,4,0,,0.17963841342612755
5867,5049250,neverlasting,10296,9564,3305,1800,,,1285,yes,0,0,6,yes,0.17951992636807806
5868,18139230,Doener69,9422,9727,2816,1819,,3816,1238,,2,6,4,yes,0.17929175589762045
5869,12849730,Miinn_,5646,10678,5227,1738,,2947,1281,,7,26,11,yes,0.17920433923980927
5870,10891105,NiZY,3644,11576,,1875,yes,9294,1105,,4,11,0,,0.17893381854117574
5871,6484757,JUZO,9826,9648,,1815,yes,3081,1273,,1,8,0,,0.1789024880487753
5872,9326546,xavierr,7368,10209,,1834,yes,7683,1134,,1,2,0,,0.178765340395328
5873,8549102,Padwith,12482,9171,2481,1833,,,1263,yes,0,0,5,yes,0.17858978075112808
5874,17283628,Ikkyu,11128,9411,3101,1807,,,1276,yes,0,0,66,,0.178581233824179
5875,15558397,WheaThley,5251,10822,,1853,yes,7544,1137,,1,6,0,,0.17852430636034572
5876,13799103,ICallHerMommy,7029,10283,1279,1912,,6269,1164,,33,117,3,yes,0.17836892482605335
5877,13172495,NiwaGaming,16205,8650,2125,1851,,,1234,yes,0,0,18,,0.17834038232431726
5878,7736410,Triojo,10428,9537,,1812,yes,2909,1284,,40,129,0,,0.17832969938724919
5879,11591132,MieszkoW,12002,9258,2302,1841,,4458,1214,,1,7,62,,0.17813922060200985
5880,15881187,Jeans,5975,10578,,1846,yes,6820,1152,,2,5,0,,0.17808962550362642
5881,8522809,Rub1nchik,10411,9541,3257,1801,,,1284,yes,0,0,53,,0.17803216253588636
5882,18120010,RelowDust,5154,10864,7795,1680,,5504,1183,,2,5,1,yes,0.178008042612993
5883,14826391,Stxrmy,7489,10180,,1833,yes,5848,1174,,2,3,0,,0.1779964820827765
5884,7396542,SoupAPlayer,16506,8609,,1778,yes,1977,1352,,29,94,0,,0.17782999309667014
5885,14778656,[ Re-AL ],7711,10129,,1831,yes,4937,1198,,2,4,0,,0.17763796085811429
5886,21928232,melystial,8002,10062,,1829,yes,6186,1166,,1,2,0,,0.17763679538101113
5887,30043630,Marrelia,9620,9683,4188,1767,,,1292,yes,0,0,1,yes,0.17728533381977157
5888,20262926,silly kitty,7691,10132,4169,1767,,,1318,yes,0,0,12,yes,0.17725110791112578
5889,7989469,Zefkiel,24288,7820,,1746,yes,1432,1412,,99,395,0,,0.1772311833622684
5890,14278738,Cheezeisgone,5537,10717,7004,1697,,,1355,yes,0,0,4,yes,0.17710561075282755
5891,12819153,almondeye,10968,9438,,1808,yes,2786,1293,,3,13,0,,0.17679000699691028
5892,8355882,Chiyumi,20621,8158,1757,1875,,,1206,yes,0,0,26,,0.1767272511816186
5893,4174825,Mind,9210,9769,,1819,yes,3367,1257,,3,7,0,,0.17662206289435992
5894,14528133,mags,5035,10919,3319,1799,,7452,1139,,3,7,21,,0.17660214954493342
5895,16126087,Kaisuko,6511,10419,3864,1777,,6522,1159,,1,2,6,yes,0.17655048630599784
5896,5218320,Raby,9836,9646,,1815,yes,3031,1275,,27,75,0,,0.17641649384961888
5897,5707541,mixmg,5603,10694,,1849,yes,7503,1138,,2,5,0,,0.17638367191119766
5898,11009393,HardLifeNH,11918,9274,,1802,yes,2644,1302,,22,94,0,,0.17634728666470634
5899,11745515,Dovekei,9401,9731,,1818,yes,3411,1255,,2,4,0,,0.1763379969110556
5900,37738303,chudson,7905,10085,8346,1669,,,1315,yes,0,0,1,yes,0.17621210363755815
5901,5718989,xX_MusicMan_Xx,11355,9367,,1806,yes,2716,1297,,7,24,0,,0.17618372337993116
5902,8757256,kjeks,9669,9677,,1816,yes,3483,1252,,1,2,0,,0.17608572839574227
5903,15382060,OOOooOOooO931,7278,10227,6717,1703,,2916,1284,,1,4,2,yes,0.1759800714011748
5904,12003834,_oskar,5180,10852,,1854,yes,5612,1180,,8,20,0,,0.17590873671803564
5905,11379383,LamePvP,8439,9950,4548,1756,,,1307,yes,0,0,3,yes,0.17559044496014053
5906,9578995,ArturBestia69PL,17034,8545,2074,1854,,2598,1305,,13,50,7,yes,0.1755250316128008
5907,15525343,amane nor,4441,11166,4486,1758,,8175,1125,,2,4,4,yes,0.17547674925682027
5908,4475158,Matboksen,9437,9724,,1818,yes,3181,1266,,5,16,0,,0.17511009776123257
5909,3003839,Senjuro,5640,10680,7165,1694,,3970,1233,,10,35,1,yes,0.17506470014113878
5910,10979654,elim,4026,11371,6215,1713,,,1391,yes,0,0,20,,0.17499573948990482
5911,12757170,maciejk2,10484,9527,,1811,yes,2879,1286,,1,2,0,,0.17495361480936653
5912,15986874,-Alchemist-,6226,10506,6964,1698,,,1342,yes,0,0,3,yes,0.17480277764467275
5913,7587015,d-_-b,10949,9441,1260,1914,,9341,1104,,3,9,10,yes,0.17479254996137816
5914,17389949,suyoung,11899,9277,2543,1830,,,1268,yes,0,0,3,yes,0.1747553642080334
5915,87546,Akiyama Mizuki,33798,7188,,1719,yes,1049,1479,,12,56,0,,0.1746172029430864
5916,10731451,GTowers,13778,8973,2444,1834,,,1252,yes,0,0,13,yes,0.17455081035692543
5917,11001039,GuardiaN,8640,9902,,1824,yes,3360,1258,,38,151,0,,0.17442015183686227
5918,5394938,Pigssaymoo,5309,10802,,1853,yes,5118,1193,,14,40,0,,0.1742389821792739
5919,4356955,Somu,7680,10135,4103,1769,,,1318,yes,0,0,17,,0.17423295094320382
5920,5949547,cleminiti,12123,9240,,1801,yes,2527,1310,,4,13,0,,0.17422583979659803
5921,20825025,bwgged,4073,11349,4050,1771,,9155,1107,,1,4,12,yes,0.17392683014040017
5922,17365294,FunnY17,9094,9792,,1820,yes,5568,1181,,1,1,0,,0.1735645584528799
5923,5799627,v4rch,4278,11243,3823,1778,,5073,1194,,11,29,28,yes,0.1734347072905412
5924,9398151,bokpizza,15805,8698,2111,1852,,,1236,yes,0,0,12,yes,0.17340463102592213
5925,21966174,NAYROK_,1198,13836,7904,1677,,8194,1124,,5,14,8,yes,0.17308800777317682
5926,10021516,MarkGS,7913,10083,,1830,yes,3995,1231,,5,12,0,,0.17295348751192896
5927,9911501,parkmin123,7511,10174,5083,1742,,,1320,yes,0,0,4,yes,0.17292586874182436
5928,13834952,AcuracySeba,14443,8877,1748,1876,,,1247,yes,0,0,3,yes,0.1728265404847116
5929,10822220,travis_ba,10558,9513,,1811,yes,2911,1284,,8,24,0,,0.17268712002810205
5930,12315824,-Aku,11682,9314,2895,1816,,,1271,yes,0,0,7,yes,0.1725943454493587
5931,587737,Zetera,17777,8458,2156,1850,,2415,1318,,2,9,10,yes,0.17243166901430845
5932,12111038,tisse,14192,8912,2216,1846,,,1249,yes,0,0,7,yes,0.1723854259693298
5933,11024425,Ulzzang Boy,6604,10394,,1840,yes,6554,1158,,1,4,0,,0.1723343373084203
5934,11346868,Cloofers,5358,10784,,1852,yes,5180,1191,,12,33,0,,0.1722797157397833
5935,12010050,Novern,8555,9923,1895,1865,,5991,1171,,10,21,8,yes,0.1722527335596676
5936,15442452,mvzxw2,5985,10575,2160,1850,,9420,1102,,5,9,8,yes,0.17224648626547975
5937,10864040,Heipharambe,3712,11536,2844,1818,,9434,1102,,3,13,2,yes,0.17219629528753466
5938,15124593,Kaja,13128,9069,,1795,yes,2411,1318,,12,40,0,,0.17217215535972563
5939,17777269,Concasse,4520,11136,5904,1721,,4845,1201,,1,4,5,yes,0.17192446447588103
5940,11523326,-pineapple-,6098,10541,,1844,yes,4544,1211,,12,50,0,,0.17181086665188255
5941,11421465,Verxina,11626,9322,6152,1715,,1818,1368,,3,8,2,yes,0.17175053621977976
5942,16318993,[LAMY],3814,11474,,1872,yes,6925,1150,,14,44,0,,0.17158758340804814
5943,14664996,Blemishki,2705,12200,,1893,yes,9769,1096,,9,28,0,,0.17150068733257146
5944,8124223,Ullei,8972,9818,,1821,yes,3270,1262,,32,125,0,,0.17143438445368223
5945,7947626,SgtCataclyst,6360,10464,3826,1778,,3667,1244,,14,32,17,,0.17142888097799067
5946,2425779,Penoreri-,3959,11409,2644,1825,,8513,1118,,17,44,19,,0.17127704397000665
5947,17023454,Plexo,7537,10167,,1833,yes,4043,1229,,6,19,0,,0.17092722855775203
5948,3426414,Dain,7245,10234,2966,1813,,4301,1220,,70,204,11,yes,0.17067174758343823
5949,3063460,Qualli,9636,9681,,1816,yes,3329,1259,,2,4,0,,0.17061474876962313
5950,6145220,AngelNamirin,2081,12740,8388,1668,,6294,1163,,12,44,3,yes,0.1704510805960978
5951,8939857,ponbot,9354,9739,,1818,yes,3516,1250,,1,4,0,,0.17040974982722748
5952,10484034,DepressedLife,11725,9305,3141,1806,,2763,1294,,12,48,3,yes,0.17035769556766966
5953,18234564,UnknownWater,8535,9927,,1825,yes,8195,1124,,1,1,0,,0.17013057867096693
5954,20197329,Matt [fr],7991,10066,,1829,yes,4803,1203,,1,4,0,,0.16997190482319002
5955,16544907,Zentes,7047,10279,3615,1786,,3581,1247,,9,46,22,,0.16980185209072254
5956,12127031,Everent,8402,9959,,1826,yes,5514,1182,,1,2,0,,0.16976860728910312
5957,11242718,MicBoy5,31338,7332,961,1944,,,1149,yes,0,0,13,,0.16971542471672385
5958,16840855,wijqay,9921,9630,3964,1774,,,1289,yes,0,0,1,yes,0.16946808743669745
5959,9471214,RenaRyuugu,14231,8907,2493,1832,,,1248,yes,0,0,24,yes,0.16945149963130693
5960,19023005,Moyyba,13256,9051,1589,1886,,6993,1148,,3,8,24,,0.1694498706467793
5961,4866665,[ Mystic ],11420,9355,,1805,yes,2500,1312,,1,3,0,,0.1694382305876913
5962,15048439,n1semono,8890,9839,,1822,yes,6561,1158,,1,1,0,,0.16932022948099978
5963,12984931,Wittepoes,4519,11137,2758,1821,,7081,1146,,12,40,7,yes,0.16870413261509168
5964,30974393,Dream777777777,7341,10214,4097,1769,,,1323,yes,0,0,51,,0.16867474872741675
5965,3897665,Agostino,19928,8229,,1763,yes,1732,1377,,48,188,0,,0.16867134380752946
5966,4887814,Fuwzie,12273,9212,,1800,yes,2524,1311,,4,13,0,,0.16864461374004155
5967,15037230,mochu24,7841,10097,8837,1660,,,1316,yes,0,0,1,yes,0.1685582857740386
5968,8191845,Stage,11797,9293,,1803,yes,2683,1299,,9,37,0,,0.1685518464744583
5969,11763130,BananaEater,15608,8722,2073,1854,,,1238,yes,0,0,9,yes,0.16854194661060468
